grade,subject,strand,sub_strand,learning_outcome,lesson_title,term,week,activity_title,activity_instructions,quest_title,quest_instructions,reflection_prompt,reward_coins,reward_stars,estimated_duration,difficulty,key_inquiry_question,suggested_learning_experience,assessment_hint,values,core_competencies,pertinent_and_contemporary_issues,source_document,source_page_or_section,source_confidence,review_status,existing_match_status,duplicate_risk,notes_for_victor
2,Mathematical Activities,Numbers,1.4 Addition,"By the end of the lesson, the learner should be able to: add 3-single digit numbers up to a sum of 20",Adding Single Digit Numbers Vertically,Term 1,Week 12,Activity: Adding Single Digit Numbers Vertically,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two ,1.4 Addition Quest,"Explore 1.4 addition through interactive activities, hands-on practice, and real-life application.",What did you learn about adding single digit numbers vertically today? How can you use this in your daily life?,10,1,30,Developing,How can we align a 2-digit number and a 1-digit number vertically in order to add? When do we regroup?,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two 2-digit numbers without and with regrouping. Learners to play digital games involving addition. Learners in groups to make patterns using numbers up to 100.,"Oral questions, written exercises, observation","Respect, Responsibility, Unity","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",ESD: DRR; safety - as learners collect objects; Citizenship: social cohesion - when working in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 34-35,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 34-35. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.4 Addition,"By the end of the lesson, the learner should be able to: add a 2-digit number to a 2-digit number without and with regrouping, with sum not exceeding 100",Adding 2-Digit and 1-Digit Numbers Without Regrouping,Term 1,Week 12,Activity: Adding 2-Digit and 1-Digit Numbers Without Regrouping,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two ,1.4 Addition Quest,"Explore 1.4 addition through interactive activities, hands-on practice, and real-life application.",What did you learn about adding 2-digit and 1-digit numbers without regrouping today? How can you use this in your daily life?,10,1,30,Developing,How can we align a 2-digit number and a 1-digit number vertically in order to add? When do we regroup?,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two 2-digit numbers without and with regrouping. Learners to play digital games involving addition. Learners in groups to make patterns using numbers up to 100.,"Oral questions, written exercises, observation","Respect, Responsibility, Unity","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",ESD: DRR; safety - as learners collect objects; Citizenship: social cohesion - when working in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 34-35,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 34-35. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.4 Addition,"By the end of the lesson, the learner should be able to: work out missing numbers in patterns involving addition of whole numbers up to 100",Adding 2-Digit and 1-Digit Numbers With Regrouping,Term 1,Week 12,Activity: Adding 2-Digit and 1-Digit Numbers With Regrouping,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two ,1.4 Addition Quest,"Explore 1.4 addition through interactive activities, hands-on practice, and real-life application.",What did you learn about adding 2-digit and 1-digit numbers with regrouping today? How can you use this in your daily life?,10,1,30,Developing,How can we align a 2-digit number and a 1-digit number vertically in order to add? When do we regroup?,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two 2-digit numbers without and with regrouping. Learners to play digital games involving addition. Learners in groups to make patterns using numbers up to 100.,"Oral questions, written exercises, observation","Respect, Responsibility, Unity","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",ESD: DRR; safety - as learners collect objects; Citizenship: social cohesion - when working in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 34-35,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 34-35. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.4 Addition,"By the end of the lesson, the learner should be able to: work out missing numbers in patterns involving addition of whole numbers up to 100",Adding Using the Number Line,Term 1,Week 12,Activity: Adding Using the Number Line,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two ,1.4 Addition Quest,"Explore 1.4 addition through interactive activities, hands-on practice, and real-life application.",What did you learn about adding using the number line today? How can you use this in your daily life?,10,1,30,Developing,How can we align a 2-digit number and a 1-digit number vertically in order to add? When do we regroup?,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two 2-digit numbers without and with regrouping. Learners to play digital games involving addition. Learners in groups to make patterns using numbers up to 100.,"Oral questions, written exercises, observation","Respect, Responsibility, Unity","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",ESD: DRR; safety - as learners collect objects; Citizenship: social cohesion - when working in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 34-35,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 34-35. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.4 Addition,"By the end of the lesson, the learner should be able to: work out missing numbers in patterns involving addition of whole numbers up to 100",Adding 3 Single Digit Numbers Horizontally,Term 1,Week 12,Activity: Adding 3 Single Digit Numbers Horizontally,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two ,1.4 Addition Quest,"Explore 1.4 addition through interactive activities, hands-on practice, and real-life application.",What did you learn about adding 3 single digit numbers horizontally today? How can you use this in your daily life?,10,1,30,Developing,How can we align a 2-digit number and a 1-digit number vertically in order to add? When do we regroup?,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two 2-digit numbers without and with regrouping. Learners to play digital games involving addition. Learners in groups to make patterns using numbers up to 100.,"Oral questions, written exercises, observation","Respect, Responsibility, Unity","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",ESD: DRR; safety - as learners collect objects; Citizenship: social cohesion - when working in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 34-35,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 34-35. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.4 Addition,"By the end of the lesson, the learner should be able to: work out missing numbers in patterns involving addition of whole numbers up to 100",Adding 3 Single Digit Numbers Vertically,Term 1,Week 12,Activity: Adding 3 Single Digit Numbers Vertically,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two ,1.4 Addition Quest,"Explore 1.4 addition through interactive activities, hands-on practice, and real-life application.",What did you learn about adding 3 single digit numbers vertically today? How can you use this in your daily life?,10,1,30,Developing,How can we align a 2-digit number and a 1-digit number vertically in order to add? When do we regroup?,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two 2-digit numbers without and with regrouping. Learners to play digital games involving addition. Learners in groups to make patterns using numbers up to 100.,"Oral questions, written exercises, observation","Respect, Responsibility, Unity","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",ESD: DRR; safety - as learners collect objects; Citizenship: social cohesion - when working in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 34-35,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 34-35. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.4 Addition,"By the end of the lesson, the learner should be able to: work out missing numbers in patterns involving addition of whole numbers up to 100",Breaking Numbers Apart to Make 10,Term 1,Week 12,Activity: Breaking Numbers Apart to Make 10,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two ,1.4 Addition Quest,"Explore 1.4 addition through interactive activities, hands-on practice, and real-life application.",What did you learn about breaking numbers apart to make 10 today? How can you use this in your daily life?,10,1,30,Developing,How can we align a 2-digit number and a 1-digit number vertically in order to add? When do we regroup?,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two 2-digit numbers without and with regrouping. Learners to play digital games involving addition. Learners in groups to make patterns using numbers up to 100.,"Oral questions, written exercises, observation","Respect, Responsibility, Unity","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",ESD: DRR; safety - as learners collect objects; Citizenship: social cohesion - when working in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 34-35,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 34-35. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.4 Addition,"By the end of the lesson, the learner should be able to: work out missing numbers in patterns involving addition of whole numbers up to 100",Word Problems: Single Digit Addition,Term 1,Week 12,Activity: Word Problems: Single Digit Addition,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two ,1.4 Addition Quest,"Explore 1.4 addition through interactive activities, hands-on practice, and real-life application.",What did you learn about word problems: single digit addition today? How can you use this in your daily life?,10,1,30,Developing,How can we align a 2-digit number and a 1-digit number vertically in order to add? When do we regroup?,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two 2-digit numbers without and with regrouping. Learners to play digital games involving addition. Learners in groups to make patterns using numbers up to 100.,"Oral questions, written exercises, observation","Respect, Responsibility, Unity","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",ESD: DRR; safety - as learners collect objects; Citizenship: social cohesion - when working in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 34-35,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 34-35. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.4 Addition,"By the end of the lesson, the learner should be able to: work out missing numbers in patterns involving addition of whole numbers up to 100",Word Problems: 2-Digit and 1-Digit Addition,Term 1,Week 12,Activity: Word Problems: 2-Digit and 1-Digit Addition,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two ,1.4 Addition Quest,"Explore 1.4 addition through interactive activities, hands-on practice, and real-life application.",What did you learn about word problems: 2-digit and 1-digit addition today? How can you use this in your daily life?,10,1,30,Developing,How can we align a 2-digit number and a 1-digit number vertically in order to add? When do we regroup?,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two 2-digit numbers without and with regrouping. Learners to play digital games involving addition. Learners in groups to make patterns using numbers up to 100.,"Oral questions, written exercises, observation","Respect, Responsibility, Unity","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",ESD: DRR; safety - as learners collect objects; Citizenship: social cohesion - when working in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 34-35,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 34-35. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.4 Addition,"By the end of the lesson, the learner should be able to: work out missing numbers in patterns involving addition of whole numbers up to 100",Adding Two 2-Digit Numbers Without Regrouping,Term 1,Week 12,Activity: Adding Two 2-Digit Numbers Without Regrouping,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two ,1.4 Addition Quest,"Explore 1.4 addition through interactive activities, hands-on practice, and real-life application.",What did you learn about adding two 2-digit numbers without regrouping today? How can you use this in your daily life?,10,1,30,Developing,How can we align a 2-digit number and a 1-digit number vertically in order to add? When do we regroup?,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two 2-digit numbers without and with regrouping. Learners to play digital games involving addition. Learners in groups to make patterns using numbers up to 100.,"Oral questions, written exercises, observation","Respect, Responsibility, Unity","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",ESD: DRR; safety - as learners collect objects; Citizenship: social cohesion - when working in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 34-35,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 34-35. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.4 Addition,"By the end of the lesson, the learner should be able to: work out missing numbers in patterns involving addition of whole numbers up to 100",Adding Two 2-Digit Numbers With Regrouping,Term 1,Week 12,Activity: Adding Two 2-Digit Numbers With Regrouping,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two ,1.4 Addition Quest,"Explore 1.4 addition through interactive activities, hands-on practice, and real-life application.",What did you learn about adding two 2-digit numbers with regrouping today? How can you use this in your daily life?,10,1,30,Developing,How can we align a 2-digit number and a 1-digit number vertically in order to add? When do we regroup?,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two 2-digit numbers without and with regrouping. Learners to play digital games involving addition. Learners in groups to make patterns using numbers up to 100.,"Oral questions, written exercises, observation","Respect, Responsibility, Unity","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",ESD: DRR; safety - as learners collect objects; Citizenship: social cohesion - when working in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 34-35,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 34-35. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.4 Addition,"By the end of the lesson, the learner should be able to: work out missing numbers in patterns involving addition of whole numbers up to 100",Addition Patterns up to 100,Term 1,Week 12,Activity: Addition Patterns up to 100,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two ,1.4 Addition Quest,"Explore 1.4 addition through interactive activities, hands-on practice, and real-life application.",What did you learn about addition patterns up to 100 today? How can you use this in your daily life?,10,1,30,Developing,How can we align a 2-digit number and a 1-digit number vertically in order to add? When do we regroup?,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two 2-digit numbers without and with regrouping. Learners to play digital games involving addition. Learners in groups to make patterns using numbers up to 100.,"Oral questions, written exercises, observation","Respect, Responsibility, Unity","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",ESD: DRR; safety - as learners collect objects; Citizenship: social cohesion - when working in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 34-35,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 34-35. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.4 Addition,"By the end of the lesson, the learner should be able to: work out missing numbers in patterns involving addition of whole numbers up to 100",Addition: Practice and Application,Term 1,Week 12,Activity: Addition: Practice and Application,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two ,1.4 Addition Quest,"Explore 1.4 addition through interactive activities, hands-on practice, and real-life application.",What did you learn about addition: practice and application today? How can you use this in your daily life?,10,1,30,Developing,How can we align a 2-digit number and a 1-digit number vertically in order to add? When do we regroup?,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two 2-digit numbers without and with regrouping. Learners to play digital games involving addition. Learners in groups to make patterns using numbers up to 100.,"Oral questions, written exercises, observation","Respect, Responsibility, Unity","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",ESD: DRR; safety - as learners collect objects; Citizenship: social cohesion - when working in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 34-35,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 34-35. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.4 Addition,"By the end of the lesson, the learner should be able to: work out missing numbers in patterns involving addition of whole numbers up to 100",Addition: Digital Games,Term 1,Week 12,Activity: Addition: Digital Games,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two ,1.4 Addition Quest,"Explore 1.4 addition through interactive activities, hands-on practice, and real-life application.",What did you learn about addition: digital games today? How can you use this in your daily life?,10,1,30,Developing,How can we align a 2-digit number and a 1-digit number vertically in order to add? When do we regroup?,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two 2-digit numbers without and with regrouping. Learners to play digital games involving addition. Learners in groups to make patterns using numbers up to 100.,"Oral questions, written exercises, observation","Respect, Responsibility, Unity","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",ESD: DRR; safety - as learners collect objects; Citizenship: social cohesion - when working in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 34-35,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 34-35. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.4 Addition,"By the end of the lesson, the learner should be able to: work out missing numbers in patterns involving addition of whole numbers up to 100",Addition: Word Problems with 2-Digit Numbers,Term 1,Week 12,Activity: Addition: Word Problems with 2-Digit Numbers,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two ,1.4 Addition Quest,"Explore 1.4 addition through interactive activities, hands-on practice, and real-life application.",What did you learn about addition: word problems with 2-digit numbers today? How can you use this in your daily life?,10,1,30,Developing,How can we align a 2-digit number and a 1-digit number vertically in order to add? When do we regroup?,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two 2-digit numbers without and with regrouping. Learners to play digital games involving addition. Learners in groups to make patterns using numbers up to 100.,"Oral questions, written exercises, observation","Respect, Responsibility, Unity","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",ESD: DRR; safety - as learners collect objects; Citizenship: social cohesion - when working in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 34-35,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 34-35. 20 lessons allocated for this sub-strand."
2,Mathematical Activities,Numbers,1.4 Addition,"By the end of the lesson, the learner should be able to: work out missing numbers in patterns involving addition of whole numbers up to 100",Addition: Assessment and Review,Term 1,Week 12,Activity: Addition: Assessment and Review,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two ,1.4 Addition Quest,"Explore 1.4 addition through interactive activities, hands-on practice, and real-life application.",What did you learn about addition: assessment and review today? How can you use this in your daily life?,10,1,30,Developing,How can we align a 2-digit number and a 1-digit number vertically in order to add? When do we regroup?,Learners in pairs to write addition sentences given in horizontal form vertically according to place value. Learners to add a 2-digit number to a 1-digit number without and with regrouping. Learners to practice addition by skipping on the number line. Learners in pairs/groups to collect different safe objects and use them in addition of 3-single digit numbers. Learners in pairs/groups to practice breaking numbers apart to make a 10. Learners in pairs to come up with different ways of adding two 2-digit numbers without and with regrouping. Learners to play digital games involving addition. Learners in groups to make patterns using numbers up to 100.,"Oral questions, written exercises, observation","Respect, Responsibility, Unity","Communication and Collaboration, Critical Thinking and Problem Solving, Digital Literacy",ESD: DRR; safety - as learners collect objects; Citizenship: social cohesion - when working in groups,KICD Lower Primary Curriculum Designs Vol.2 (Aug 2017),Page 34-35,HIGH — official KICD curriculum document,DRAFT,NEW,LOW — sourced from official KICD document,"Source: KICD Lower Primary Curriculum Designs Vol.2, page 34-35. 20 lessons allocated for this sub-strand."
