id,title,slug,strand,subStrand,learningOutcome,specificLearningOutcome,keyInquiryQuestion,suggestedLearningExperience,activityInstructions,status,isAvailable,draftSteps,publishedSteps,batchId,generatedAt,publishedAt,generator,videoId,isRecoveryBatch,isOldV2,updatedAt
"d1d348ad-ebb3-4924-8954-7a972f263716","Classroom Shop: Buying and Selling","g2-mathematics-classroom-shop-buying-and-selling","Measurement","2.5 Money","By the end of the lesson, the learner should be able to: use money in a buying and selling role play","","How can you identify and use different Kenyan currencies?","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss needs and wants.","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss needs and wants.","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:21.120Z","2026-06-11T09:54:15.976Z","","","false","false","2026-06-10T08:16:04.327+00:00"
"bf762b59-ce71-49c2-a7a2-d13e83a559f8","Comparing Containers Using Litres","g2-mathematics-comparing-containers-using-litres","Measurement","2.3 Capacity","By the end of the lesson, the learner should be able to: compare containers using litre measurements","","What can you use to measure capacity of different containers?","Learners use containers of equal and known capacity to fill larger containers, count litres used, identify the litre as a standard unit, measure capacity in litres, and connect the activity to water use at home and school.","Learners use containers of equal and known capacity to fill larger containers, count litres used, identify the litre as a standard unit, measure capacity in litres, and connect the activity to water use at home and school.","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:10.226Z","2026-06-11T09:54:09.024Z","","","false","false","2026-06-10T08:15:57.759+00:00"
"42331b00-d61d-4541-b7ed-8a7dca664484","Comparing Measurements Using Different Units","g2-mathematics-comparing-measurements-using-different-units","Measurement","2.1 Length","By the end of the lesson, the learner should be able to: identify the metre as a unit of measuring length","","What can you use to measure different lengths?","Learners in pairs/groups to use sticks of equal length to measure different lengths, record and discuss. Learners in pairs/groups to measure length using sticks of different lengths, including 1-metre sticks. Learners to make 1-metre sticks and use them in measuring various lengths. Learners to play","Learners in pairs/groups to use sticks of equal length to measure different lengths, record and discuss. Learners in pairs/groups to measure length using sticks of different lengths, including 1-metre sticks. Learners to make 1-metre sticks and use them in measuring various lengths. Learners to play","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:00.759Z","2026-06-11T09:54:04.248Z","","","false","false","2026-06-10T08:15:53.226+00:00"
"25f1f6b8-e4b8-4446-9e6d-fcb0785ff025","Counting Litres Used to Fill Containers","g2-mathematics-counting-litres-used-to-fill-containers","Measurement","2.3 Capacity","By the end of the lesson, the learner should be able to: count the number of litres used to fill a container","","What can you use to measure capacity of different containers?","Learners use containers of equal and known capacity to fill larger containers, count litres used, identify the litre as a standard unit, measure capacity in litres, and connect the activity to water use at home and school.","Learners use containers of equal and known capacity to fill larger containers, count litres used, identify the litre as a standard unit, measure capacity in litres, and connect the activity to water use at home and school.","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:08.881Z","2026-06-11T09:54:08.280Z","","","false","false","2026-06-10T08:15:57.006+00:00"
"286af17f-a512-49d7-af6d-e5655251f4ef","Counting Money: Sh.1, Sh.5 and Sh.10","g2-mathematics-counting-money-sh-1-sh-5-and-sh-10","Measurement","2.5 Money","By the end of the lesson, the learner should be able to: count money using sh.1, sh.5 and sh.10","","How can you identify and use different Kenyan currencies?","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss needs and wants.","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss needs and wants.","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:18.402Z","2026-06-11T09:54:15.087Z","","","false","false","2026-06-10T08:16:03.225+00:00"
"ba2b9cc1-9fd3-4cc6-9229-e25b88c6aef8","Filling Containers with 1 Litre Measures","g2-mathematics-filling-containers-with-1-litre-measures","Measurement","2.3 Capacity","By the end of the lesson, the learner should be able to: use 1 litre containers to measure capacity","","What can you use to measure capacity of different containers?","Learners use containers of equal and known capacity to fill larger containers, count litres used, identify the litre as a standard unit, measure capacity in litres, and connect the activity to water use at home and school.","Learners use containers of equal and known capacity to fill larger containers, count litres used, identify the litre as a standard unit, measure capacity in litres, and connect the activity to water use at home and school.","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:08.251Z","2026-06-11T09:54:07.695Z","","","false","false","2026-06-10T08:15:56.62+00:00"
"8100f021-2df1-4a31-a284-68ab3120536f","Hour Hand and Minute Hand","g2-mathematics-hour-hand-and-minute-hand","Measurement","2.4 Time","By the end of the lesson, the learner should be able to: identify the hour hand and minute hand","","How can we know and show time?","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and minute hands, and read, tell, and write time by the hour.","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and minute hands, and read, tell, and write time by the hour.","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:14.400Z","2026-06-11T09:54:12.906Z","","","false","false","2026-06-10T08:16:00.852+00:00"
"ce4ca0e3-368e-4f1f-90b4-4939805ef01d","Identifying the Clock Face","g2-mathematics-identifying-the-clock-face","Measurement","2.4 Time","By the end of the lesson, the learner should be able to: identify the clock face","","How can we know and show time?","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and minute hands, and read, tell, and write time by the hour.","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and minute hands, and read, tell, and write time by the hour.","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:13.710Z","2026-06-11T09:54:12.441Z","","","false","false","2026-06-10T08:16:00.495+00:00"
"e749a723-2f32-49fe-83f7-262f0b873aeb","Identifying the Kilogram as a Unit of Mass","g2-mathematics-identifying-the-kilogram-as-a-unit-of-mass","Measurement","2.2 Mass","By the end of the lesson, the learner should be able to: identify the kilogram as a unit of measuring mass","","What can we use to measure mass?","Learners use a beam balance and safe classroom items to compare and measure mass. They identify the kilogram as a standard unit, make or use 1 kg reference masses, record results, and discuss where kilograms are used in daily life.","Learners use a beam balance and safe classroom items to compare and measure mass. They identify the kilogram as a standard unit, make or use 1 kg reference masses, record results, and discuss where kilograms are used in daily life.","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:04.177Z","2026-06-11T09:54:05.773Z","","","false","false","2026-06-10T08:15:54.741+00:00"
"a0832964-1e92-4712-b621-0293fe0d1180","Introducing the Metre as a Standard Unit","g2-mathematics-introducing-the-metre-as-a-standard-unit","Measurement","2.1 Length","By the end of the lesson, the learner should be able to: measure length in metres","","What can you use to measure different lengths?","Learners in pairs/groups to use sticks of equal length to measure different lengths, record and discuss. Learners in pairs/groups to measure length using sticks of different lengths, including 1-metre sticks. Learners to make 1-metre sticks and use them in measuring various lengths. Learners to play","Learners in pairs/groups to use sticks of equal length to measure different lengths, record and discuss. Learners in pairs/groups to measure length using sticks of different lengths, including 1-metre sticks. Learners to make 1-metre sticks and use them in measuring various lengths. Learners to play","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:01.414Z","2026-06-11T09:54:04.527Z","","","false","false","2026-06-10T08:15:53.582+00:00"
"b9a13308-5e08-4251-95fd-251b25648e9b","Making and Using 1 Kilogram Reference Masses","g2-mathematics-making-and-using-1-kilogram-reference-masses","Measurement","2.2 Mass","By the end of the lesson, the learner should be able to: use a 1 kilogram reference mass to measure other items","","What can we use to measure mass?","Learners use a beam balance and safe classroom items to compare and measure mass. They identify the kilogram as a standard unit, make or use 1 kg reference masses, record results, and discuss where kilograms are used in daily life.","Learners use a beam balance and safe classroom items to compare and measure mass. They identify the kilogram as a standard unit, make or use 1 kg reference masses, record results, and discuss where kilograms are used in daily life.","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:05.552Z","2026-06-11T09:54:06.476Z","","","false","false","2026-06-10T08:15:55.508+00:00"
"871b6ab6-d91f-4590-ba55-c895971d4302","Making and Using 1-Metre Sticks","g2-mathematics-making-and-using-1-metre-sticks","Measurement","2.1 Length","By the end of the lesson, the learner should be able to: measure length in metres","","What can you use to measure different lengths?","Learners in pairs/groups to use sticks of equal length to measure different lengths, record and discuss. Learners in pairs/groups to measure length using sticks of different lengths, including 1-metre sticks. Learners to make 1-metre sticks and use them in measuring various lengths. Learners to play","Learners in pairs/groups to use sticks of equal length to measure different lengths, record and discuss. Learners in pairs/groups to measure length using sticks of different lengths, including 1-metre sticks. Learners to make 1-metre sticks and use them in measuring various lengths. Learners to play","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:02.085Z","2026-06-11T09:54:04.873Z","","","false","false","2026-06-10T08:15:53.97+00:00"
"e7fe9c54-78ef-40dd-8f1c-145becf4c069","Making the Same Amount in Different Denominations","g2-mathematics-making-the-same-amount-in-different-denominations","Measurement","2.5 Money","By the end of the lesson, the learner should be able to: represent the same amount of money in different denominations","","How can you identify and use different Kenyan currencies?","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss needs and wants.","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss needs and wants.","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:19.790Z","2026-06-11T09:54:15.354Z","","","false","false","2026-06-10T08:16:03.591+00:00"
"0e5d3dcf-fbde-4c5d-84b7-4ca3d4db44fe","Mass in Kilograms: Practice and Assessment","g2-mathematics-mass-in-kilograms-practice-and-assessment","Measurement","2.2 Mass","By the end of the lesson, the learner should be able to: measure mass in kilograms and explain the result","","What can we use to measure mass?","Learners use a beam balance and safe classroom items to compare and measure mass. They identify the kilogram as a standard unit, make or use 1 kg reference masses, record results, and discuss where kilograms are used in daily life.","Learners use a beam balance and safe classroom items to compare and measure mass. They identify the kilogram as a standard unit, make or use 1 kg reference masses, record results, and discuss where kilograms are used in daily life.","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:06.872Z","2026-06-11T09:54:07.413Z","","","false","false","2026-06-10T08:15:56.249+00:00"
"11304516-aa21-46f2-8bff-64b8b78a4882","Measuring Capacity of Different Containers in Litres","g2-mathematics-measuring-capacity-of-different-containers-in-litres","Measurement","2.3 Capacity","By the end of the lesson, the learner should be able to: measure capacity of different containers in litres","","What can you use to measure capacity of different containers?","Learners use containers of equal and known capacity to fill larger containers, count litres used, identify the litre as a standard unit, measure capacity in litres, and connect the activity to water use at home and school.","Learners use containers of equal and known capacity to fill larger containers, count litres used, identify the litre as a standard unit, measure capacity in litres, and connect the activity to water use at home and school.","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:09.549Z","2026-06-11T09:54:08.603Z","","","false","false","2026-06-10T08:15:57.375+00:00"
"3297344e-7e67-4efc-af9b-383168f9fd3a","Measuring Classroom Items in Kilograms","g2-mathematics-measuring-classroom-items-in-kilograms","Measurement","2.2 Mass","By the end of the lesson, the learner should be able to: measure mass in kilograms using safe classroom items","","What can we use to measure mass?","Learners use a beam balance and safe classroom items to compare and measure mass. They identify the kilogram as a standard unit, make or use 1 kg reference masses, record results, and discuss where kilograms are used in daily life.","Learners use a beam balance and safe classroom items to compare and measure mass. They identify the kilogram as a standard unit, make or use 1 kg reference masses, record results, and discuss where kilograms are used in daily life.","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:06.209Z","2026-06-11T09:54:06.761Z","","","false","false","2026-06-10T08:15:55.893+00:00"
"95b7d152-18ab-4e3e-8114-19742f6839a0","Measuring Length in Metres/m","g2-mathematics-measuring-length-in-metres","Measurement","Length","By the end of the lesson, the learner should be able to measure the length of classroom objects using fixed units, identify the metre as a standard unit of measuring length, measure short distances in","","","","1. Look at the metre rule or tape measure and identify the metre mark. 2. Choose three classroom objects or spaces to measure. 3. First estimate whether each item is less than, about, or more than 1 metre. 4. Work with a partner to place the metre rule from one end of the object to the other without","","","10","10","","2026-06-07T03:03:34.992Z","","","","false","true","2026-06-08T17:15:24.624+00:00"
"9512b162-b896-4329-8bdc-16f0d5b370df","Measuring Mass Using Fixed Units","g2-mathematics-measuring-mass-using-fixed-units","Measurement","2.2 Mass","By the end of the lesson, the learner should be able to: measure mass using fixed units","","What can we use to measure mass?","Learners use a beam balance and safe classroom items to compare and measure mass. They identify the kilogram as a standard unit, make or use 1 kg reference masses, record results, and discuss where kilograms are used in daily life.","Learners use a beam balance and safe classroom items to compare and measure mass. They identify the kilogram as a standard unit, make or use 1 kg reference masses, record results, and discuss where kilograms are used in daily life.","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:03.459Z","2026-06-11T09:54:05.400Z","","","false","false","2026-06-10T08:15:54.342+00:00"
"3d62e0f4-74d5-4850-bad1-15c1764559e6","Measuring Time Using Arbitrary Units","g2-mathematics-measuring-time-using-arbitrary-units","Measurement","2.4 Time","By the end of the lesson, the learner should be able to: measure time using arbitrary units","","How can we know and show time?","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and minute hands, and read, tell, and write time by the hour.","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and minute hands, and read, tell, and write time by the hour.","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:12.313Z","2026-06-11T09:54:11.567Z","","","false","false","2026-06-10T08:15:59.739+00:00"
"27ee7818-cc7f-4094-9ad0-f1bc16adc146","Measuring Time Using Fixed Units","g2-mathematics-measuring-time-using-fixed-units","Measurement","2.4 Time","By the end of the lesson, the learner should be able to: measure time using fixed units","","How can we know and show time?","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and minute hands, and read, tell, and write time by the hour.","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and minute hands, and read, tell, and write time by the hour.","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:13.051Z","2026-06-11T09:54:12.122Z","","","false","false","2026-06-10T08:16:00.14+00:00"
"e03ddcd9-227b-437d-93bb-5eafdc3a7a79","Money: Practice and Assessment","g2-mathematics-money-practice-and-assessment","Measurement","2.5 Money","By the end of the lesson, the learner should be able to: count, represent, and use money up to sh.100","","How can you identify and use different Kenyan currencies?","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss needs and wants.","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss needs and wants.","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:23.190Z","2026-06-11T09:54:16.662Z","","","false","false","2026-06-10T08:16:05.112+00:00"
"ffd55a4b-a06e-429a-a664-bd7d12b9d6e0","Months of the Year and Activities","g2-mathematics-months-of-the-year-and-activities","Measurement","2.4 Time","By the end of the lesson, the learner should be able to: relate months of the year with various activities","","How can we know and show time?","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and minute hands, and read, tell, and write time by the hour.","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and minute hands, and read, tell, and write time by the hour.","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:10.884Z","2026-06-11T09:54:10.291Z","","","false","false","2026-06-10T08:15:58.958+00:00"
"f2a52e96-1524-4154-9984-67ec8ac37846","Number of Days in Each Month","g2-mathematics-number-of-days-in-each-month","Measurement","2.4 Time","By the end of the lesson, the learner should be able to: recite the number of days in each month of the year","","How can we know and show time?","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and minute hands, and read, tell, and write time by the hour.","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and minute hands, and read, tell, and write time by the hour.","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:11.579Z","2026-06-11T09:54:10.928Z","","","false","false","2026-06-10T08:15:59.357+00:00"
"b95ac1a5-4ffc-45fa-9a97-9429d32ece97","Reading Time by the Hour on an Analogue Clock","g2-mathematics-reading-time-by-the-hour-on-an-analogue-clock","Measurement","2.4 Time","By the end of the lesson, the learner should be able to: read and tell time by the hour","","How can we know and show time?","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and minute hands, and read, tell, and write time by the hour.","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and minute hands, and read, tell, and write time by the hour.","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:15.071Z","2026-06-11T09:54:13.167Z","","","false","false","2026-06-10T08:16:01.252+00:00"
"d58def14-a976-4701-93b6-d4ace7a49976","Relating Money to Goods and Services","g2-mathematics-relating-money-to-goods-and-services","Measurement","2.5 Money","By the end of the lesson, the learner should be able to: relate money to goods and services up to sh.100","","How can you identify and use different Kenyan currencies?","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss needs and wants.","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss needs and wants.","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:20.461Z","2026-06-11T09:54:15.724Z","","","false","false","2026-06-10T08:16:03.943+00:00"
"5e85be83-a1bd-4083-9541-001314eab7c6","Sorting Coins and Notes by Features","g2-mathematics-sorting-coins-and-notes-by-features","Measurement","2.5 Money","By the end of the lesson, the learner should be able to: sort coins and notes by value and features","","How can you identify and use different Kenyan currencies?","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss needs and wants.","Learners sort Kenyan coins and notes up to Sh.100, count different denominations, represent the same amount in different ways, use a classroom shop to connect money to goods and services, and discuss needs and wants.","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:17.736Z","2026-06-11T09:54:14.416Z","","","false","false","2026-06-10T08:16:02.838+00:00"
"b82e24ed-8fcf-41b6-a7eb-88b8cf9c33aa","Time by the Hour in Daily Life","g2-mathematics-time-by-the-hour-in-daily-life","Measurement","2.4 Time","By the end of the lesson, the learner should be able to: apply time by the hour to daily activities","","How can we know and show time?","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and minute hands, and read, tell, and write time by the hour.","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and minute hands, and read, tell, and write time by the hour.","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:16.410Z","2026-06-11T09:54:13.808Z","","","false","false","2026-06-10T08:16:02.068+00:00"
"736c02da-89a2-479f-80bc-87fca0d45683","Time: Practice and Assessment","g2-mathematics-time-practice-and-assessment","Measurement","2.4 Time","By the end of the lesson, the learner should be able to: read, tell, and write time by the hour","","How can we know and show time?","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and minute hands, and read, tell, and write time by the hour.","Learners discuss months of the year and events linked to them, recite the number of days in months, measure duration using simple arbitrary and fixed units, observe a clock face, identify the hour and minute hands, and read, tell, and write time by the hour.","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:17.048Z","2026-06-11T09:54:14.171Z","","","false","false","2026-06-10T08:16:02.435+00:00"
"aa83b63f-29b9-4b7d-b8cc-9621abdd8a16","Using a Beam Balance to Compare Mass","g2-mathematics-using-a-beam-balance-to-compare-mass","Measurement","2.2 Mass","By the end of the lesson, the learner should be able to: use a beam balance to compare and discuss masses","","What can we use to measure mass?","Learners use a beam balance and safe classroom items to compare and measure mass. They identify the kilogram as a standard unit, make or use 1 kg reference masses, record results, and discuss where kilograms are used in daily life.","Learners use a beam balance and safe classroom items to compare and measure mass. They identify the kilogram as a standard unit, make or use 1 kg reference masses, record results, and discuss where kilograms are used in daily life.","","true","0","10","grade-2-math-batch-3","2026-06-10T07:32:04.861Z","2026-06-11T09:54:06.039Z","","","false","false","2026-06-10T08:15:55.142+00:00"
